square_footage,bedrooms,bathrooms,lot_size,year_built,house_age,neighborhood_quality,distance_to_city_center,garage_spaces,has_pool,has_garden,school_rating,crime_rate,renovated,condition,property_type,price
2020,5,4.5,13594,1972,52,High,7.08,1,0,0,8.0,3.36,0,Excellent,Townhouse,489900
2021,4,2.5,10567,1959,65,Premium,17.59,2,0,1,8.0,5.68,0,Good,Multi-Family,481700
2657,6,5.5,8031,2003,21,High,22.22,0,0,0,2.0,0.45,0,Excellent,Single Family,540700
1639,4,2.0,7168,1990,34,Premium,0.5,1,0,1,2.0,0.09,1,Excellent,Condo,579200
2067,6,5.0,8268,1998,26,Low,5.56,2,0,0,2.0,8.17,1,Poor,Single Family,170400
1676,2,2.0,6209,1966,58,Medium,3.76,2,0,1,10.0,0.48,0,Good,Single Family,265700
1696,3,2.0,1000,2005,19,Premium,7.86,1,1,1,7.0,4.98,0,Fair,Single Family,403400
1784,3,2.5,15148,1994,30,Medium,12.62,1,0,1,6.0,5.2,1,Good,Condo,294200
2155,2,2.5,8544,1979,45,Low,2.63,2,0,0,1.0,3.7,0,Good,Single Family,219400
1665,2,1.0,9394,1993,31,High,6.51,1,1,1,2.0,0.42,1,Good,Townhouse,315300
2879,4,3.5,7797,2023,1,High,9.87,2,0,1,1.0,3.3,0,Good,Condo,490500
1374,4,1.5,5427,2004,20,Low,1.15,2,1,1,7.0,6.6,0,Excellent,Single Family,189200
1869,4,2.5,7349,1968,56,Premium,13.46,0,0,0,6.0,1.66,0,Good,Condo,437800
1692,2,2.5,2402,1978,46,High,7.45,1,0,0,2.0,1.6,1,Excellent,Single Family,354800
3013,5,3.5,15970,1951,73,Medium,23.89,2,0,1,2.0,1.75,0,Good,Single Family,365200
2138,4,2.5,3679,1985,39,High,3.32,1,0,0,2.0,0.26,0,Good,Townhouse,386400
2722,3,2.0,4388,1968,56,Medium,0.92,2,0,0,8.0,6.68,0,Good,Single Family,350600
960,4,4.0,6459,1956,68,Low,5.65,0,1,0,7.0,6.1,0,Fair,Townhouse,121500
2187,3,1.0,12508,1975,49,Medium,0.72,2,0,1,1.0,18.51,0,Good,Condo,289700
2623,3,1.5,8051,1987,37,Medium,27.93,1,0,0,4.0,2.64,0,Good,Condo,269200
2058,5,4.5,3674,1952,72,Medium,0.5,2,0,1,4.0,4.17,1,Good,Townhouse,322700
2746,3,3.5,12390,2015,9,High,11.2,1,0,1,7.0,0.68,0,Good,Single Family,491400
1638,3,2.0,10559,2020,4,High,5.96,1,0,0,2.0,3.3,1,Good,Single Family,329300
2987,5,3.0,9885,1992,32,High,3.68,2,0,1,4.0,3.15,0,Good,Single Family,540100
3609,4,4.5,10505,2011,13,High,0.54,0,0,0,1.0,6.94,0,Good,Single Family,641200
1746,2,2.5,16380,2020,4,Low,7.79,1,0,1,4.0,5.33,0,Fair,Single Family,205200
1688,2,2.0,15648,1973,51,Low,7.04,1,0,1,1.0,8.36,1,Fair,Multi-Family,146600
3017,1,1.0,5596,1988,36,Premium,2.64,1,1,1,2.0,6.09,1,Poor,Single Family,457100
3106,4,3.0,13684,2017,7,Low,19.28,3,0,0,2.0,6.09,0,Fair,Condo,243300
1634,3,2.0,9341,1993,31,Medium,2.9,2,0,1,10.0,0.2,1,Fair,Single Family,253800
1706,2,1.5,9747,1954,70,High,4.78,0,0,1,3.0,5.61,0,Poor,Single Family,228900
1803,6,5.5,2077,2004,20,Medium,6.28,2,0,1,8.0,2.81,0,Fair,Single Family,298800
1059,4,3.5,7404,1979,45,Premium,0.84,2,0,1,6.0,1.44,0,Good,Condo,352200
1357,3,1.5,5155,1978,46,Medium,21.53,3,1,0,6.0,0.17,0,Fair,Single Family,161800
1297,4,4.0,10898,1975,49,Low,3.75,1,0,1,9.0,3.4,0,Good,Single Family,148800
1463,4,3.0,11749,1975,49,Medium,0.67,2,0,0,8.0,1.19,1,Excellent,Condo,316600
1976,2,2.0,1000,1986,38,High,3.92,2,0,0,2.0,1.89,0,Excellent,Townhouse,362700
2164,3,3.0,7923,2002,22,Medium,7.33,1,0,1,6.0,3.43,1,Good,Single Family,335200
3085,5,3.0,11927,1979,45,Medium,5.77,1,0,1,1.0,7.28,0,Excellent,Townhouse,516900
1301,3,2.0,7347,1952,72,Premium,9.49,1,1,1,9.0,5.24,0,Good,Condo,341900
2689,4,2.5,10552,1992,32,Premium,0.5,2,0,0,4.0,1.8,1,Fair,Condo,620900
1850,3,1.5,9229,1956,68,Medium,2.68,1,0,0,4.0,1.47,1,Excellent,Single Family,303200
1965,1,1.0,9196,1998,26,Medium,13.68,3,0,1,9.0,0.82,1,Excellent,Single Family,303400
2472,2,3.0,7050,2022,2,Medium,0.67,1,0,1,3.0,1.4,0,Good,Single Family,360700
1214,3,,3742,1990,34,Premium,15.48,2,0,0,5.0,0.35,1,Good,Multi-Family,314800
2268,3,2.0,4075,2003,21,Premium,0.77,3,0,1,1.0,10.63,1,Good,Single Family,573800
2117,1,1.0,10483,2018,6,Medium,14.39,2,0,0,6.0,2.56,0,Fair,Multi-Family,279100
2345,5,4.0,8068,1976,48,High,3.58,2,1,1,3.0,0.41,0,Fair,Single Family,417500
2202,6,4.5,7515,1957,67,Medium,7.58,2,0,1,1.0,1.31,0,Good,Single Family,336100
3719,4,2.0,6516,1981,43,Low,1.33,1,0,1,10.0,2.38,0,Excellent,Single Family,473400
1554,5,4.0,6932,2013,11,Low,0.55,2,0,0,6.0,2.28,0,Poor,Single Family,150300
1628,3,2.0,11664,1959,65,Medium,1.95,1,0,1,10.0,0.11,1,Excellent,Multi-Family,337000
1564,6,3.0,6827,1962,62,Medium,1.09,2,1,1,2.0,9.04,0,Fair,Townhouse,225300
1611,2,2.0,3306,2012,12,Low,3.0,1,0,1,8.0,0.97,1,Good,Condo,195400
1554,6,5.0,10603,1984,40,High,5.78,2,0,1,2.0,0.05,0,Good,Condo,389500
2832,6,4.5,7283,2010,14,Medium,7.11,2,0,0,4.0,0.24,0,Good,Condo,422900
2994,4,3.0,8110,2003,21,High,12.48,1,0,1,3.0,2.6,0,Fair,Multi-Family,471800
1600,6,5.0,13627,1957,67,Medium,8.54,1,0,0,9.0,0.44,0,Good,Single Family,268400
1417,4,3.0,7928,1978,46,Low,7.51,3,0,1,2.0,0.13,1,Good,Townhouse,128200
2330,3,3.0,9012,1990,34,Medium,4.25,0,0,0,3.0,1.43,1,Fair,Condo,285000
1613,3,2.0,3874,1979,45,Medium,5.14,0,1,1,7.0,2.92,0,Fair,Multi-Family,200700
2443,4,4.0,7231,1970,54,Medium,4.28,1,0,0,4.0,0.36,1,Good,Townhouse,331500
2142,2,1.5,10133,1960,64,Low,14.77,3,1,0,6.0,1.13,0,Good,Multi-Family,237400
939,4,,2556,1951,73,Medium,2.09,3,0,0,3.0,1.62,0,Fair,Condo,115000
3083,6,3.5,8703,1999,25,Low,0.5,2,0,1,1.0,0.52,0,Good,Single Family,357200
3257,2,1.5,8353,1990,34,High,8.43,2,0,1,6.0,2.12,0,Excellent,Single Family,685700
1571,4,2.5,8145,2015,9,High,1.81,1,0,1,4.0,0.27,0,Poor,Condo,222700
1729,5,3.5,11630,1952,72,Low,17.67,3,1,0,2.0,0.14,0,Good,Townhouse,188300
2200,5,3.5,9171,2000,24,Medium,15.67,0,0,1,7.0,2.2,0,Fair,Single Family,298000
2234,6,4.0,13173,2017,7,Low,0.64,0,0,1,10.0,0.85,1,Poor,Single Family,209300
2461,4,4.5,4522,1974,50,High,0.9,0,0,0,5.0,0.3,0,Fair,Single Family,415500
3407,6,5.5,8476,1979,45,Medium,5.47,2,0,1,6.0,1.65,0,Good,Townhouse,506600
1876,4,4.0,8296,1960,64,Medium,7.52,2,1,1,6.0,7.4,0,Excellent,Single Family,348000
1441,2,1.0,4258,1966,58,Medium,2.57,1,0,0,9.0,3.86,1,Fair,Condo,182300
1034,3,2.5,11347,1975,49,Premium,10.09,3,0,0,2.0,5.07,1,Good,Single Family,283000
1488,4,2.0,16136,1972,52,Medium,7.23,1,0,1,6.0,6.17,1,Good,Single Family,229300
1977,3,2.0,7940,2005,19,High,3.14,1,0,0,9.0,10.79,0,Fair,Multi-Family,341300
3256,4,2.5,9768,2001,23,Medium,0.5,1,0,1,4.0,4.32,0,Good,Single Family,450200
1638,4,3.5,8296,1997,27,Premium,11.1,2,0,1,6.0,2.81,1,Excellent,Single Family,569400
2157,2,1.5,5502,1969,55,High,1.93,2,0,1,7.0,1.36,0,Excellent,Single Family,502500
1989,4,3.5,1627,1951,73,Medium,14.39,1,0,1,1.0,0.6,0,Excellent,Single Family,270100
2832,4,3.5,5530,1980,44,High,4.36,2,0,0,5.0,3.48,0,Good,Condo,521400
3769,3,3.5,3128,1976,48,Medium,6.88,1,0,1,4.0,15.87,0,Excellent,Single Family,571700
1628,1,1.0,13964,1951,73,High,16.51,2,0,0,10.0,1.89,0,Fair,Condo,232200
1657,1,1.5,7597,1953,71,High,15.94,3,0,1,2.0,3.86,0,Good,Single Family,271100
2731,3,3.0,6789,1962,62,Low,3.72,0,1,1,2.0,2.05,0,Excellent,Townhouse,341400
2477,5,3.0,11112,1984,40,High,1.87,2,0,1,2.0,1.7,0,Poor,Townhouse,357900
3293,3,3.0,4074,2021,3,Medium,11.94,2,1,1,7.0,1.58,1,Good,Multi-Family,439500
2409,4,3.0,5316,2015,9,Medium,4.54,1,0,1,4.0,2.11,0,Good,Multi-Family,384300
1748,3,2.0,8238,1955,69,Medium,1.71,3,0,0,6.0,1.37,0,Good,Single Family,253000
2413,3,2.0,11601,1980,44,High,18.78,1,0,1,7.0,4.14,0,Fair,Single Family,357000
2776,5,3.5,9756,1959,65,Medium,1.77,1,0,0,9.0,6.22,0,Excellent,Condo,486600
2574,4,4.0,8869,1970,54,Low,0.5,1,0,1,2.0,6.43,0,Good,Single Family,282800
2355,2,1.5,8273,2023,1,High,0.5,1,1,0,10.0,0.78,0,Fair,Single Family,413600
2747,3,2.5,9401,1972,52,Low,7.79,2,0,1,9.0,6.79,0,Poor,Single Family,172900
2819,1,1.0,8706,1952,72,Low,8.67,2,0,0,5.0,1.25,0,Excellent,Single Family,309600
2968,3,2.0,4395,1981,43,Medium,2.98,3,0,1,,1.11,1,Fair,Condo,364600
2454,4,3.5,8161,1969,55,Medium,3.09,1,0,1,6.0,3.89,0,Fair,Single Family,304900
1883,2,1.0,4242,2023,1,Medium,3.32,0,0,1,3.0,1.09,0,Good,Single Family,270400
2103,3,2.0,8284,1978,46,Low,9.12,0,1,0,10.0,0.16,0,Good,Condo,205300
2845,3,2.5,6318,2001,23,Premium,0.5,2,0,1,7.0,1.4,1,Good,Single Family,753700
1428,5,4.0,16888,1995,29,High,21.17,3,0,0,7.0,3.83,0,Good,Multi-Family,316200
2258,6,4.5,7860,1983,41,Medium,2.01,2,0,1,8.0,1.19,1,Excellent,Single Family,482500
1725,1,1.0,3085,2010,14,Medium,50.0,1,1,0,5.0,2.98,0,Excellent,Condo,212400
2020,4,3.5,7530,2021,3,Medium,1.51,2,1,1,2.0,3.24,0,Fair,Single Family,305500
2895,3,2.5,9818,2020,4,High,11.81,2,0,0,3.0,3.97,0,Good,Single Family,465500
2134,3,1.5,13857,2019,5,Low,2.02,0,1,1,9.0,6.82,0,Excellent,Single Family,333600
2033,4,3.0,5937,1960,64,Low,0.67,2,0,1,6.0,1.7,0,Good,Single Family,238100
1048,5,4.5,2462,2012,12,Premium,16.63,1,1,0,8.0,0.55,0,Good,Townhouse,341700
2522,6,5.0,10859,1970,54,Medium,15.66,0,0,1,8.0,1.15,0,Fair,Condo,311700
2452,4,2.0,3168,1952,72,Medium,4.13,1,0,1,5.0,1.7,0,Good,Single Family,332500
3514,3,2.5,6473,1959,65,Premium,9.7,1,0,0,1.0,3.75,0,Good,Single Family,700500
1785,4,2.0,7098,1976,48,High,6.51,1,0,1,6.0,0.04,1,Good,Single Family,372600
2153,3,2.5,7756,1961,63,Medium,15.34,1,0,1,7.0,1.14,1,Excellent,Single Family,375700
2175,4,4.0,10412,1956,68,High,3.03,1,0,0,9.0,4.54,0,Poor,Single Family,281700
3104,3,1.5,5607,1966,58,Low,5.93,2,0,1,2.0,3.33,1,Fair,Multi-Family,275800
1933,4,2.5,7042,2014,10,High,5.31,3,1,0,2.0,3.95,0,Fair,Single Family,345200
2195,3,2.5,7950,2013,11,Medium,3.49,2,0,0,10.0,5.01,0,Good,Condo,359200
2426,2,1.0,8524,1975,49,High,17.76,1,0,1,1.0,4.59,0,Fair,Condo,335800
2131,5,3.5,8342,1964,60,Premium,1.45,1,0,1,5.0,3.44,0,Good,Townhouse,557600
1687,2,2.0,9526,1982,42,Premium,1.3,1,1,1,2.0,1.74,0,Good,Single Family,451200
2136,4,2.5,10953,2011,13,Premium,6.88,0,1,1,3.0,12.33,0,Good,Townhouse,542100
2752,3,2.0,9374,1996,28,Medium,8.57,2,0,1,2.0,2.53,0,Fair,Townhouse,335300
1281,1,1.0,9588,1984,40,Medium,1.73,2,0,1,4.0,0.68,0,Excellent,Single Family,258000
2093,1,1.0,2462,2014,10,Medium,3.96,2,0,0,3.0,1.04,1,Good,Single Family,280300
1510,2,1.5,8176,2021,3,High,23.43,2,0,1,9.0,3.55,1,Excellent,Multi-Family,336200
2837,5,3.5,9678,1974,50,Premium,2.27,1,0,1,10.0,7.76,0,Good,Townhouse,696300
934,3,2.5,10551,2006,18,Medium,8.83,1,1,0,2.0,0.59,0,Fair,Single Family,152500
1609,6,4.5,5577,1981,43,Premium,10.78,2,0,1,7.0,0.26,0,Fair,Condo,405100
2264,4,3.5,5693,2012,12,High,4.76,1,0,0,3.0,6.4,0,Excellent,Single Family,496500
3096,3,2.0,5991,1961,63,Premium,22.18,1,0,1,10.0,7.41,0,Good,Single Family,599700
1954,4,3.0,9877,2012,12,Premium,10.67,1,0,1,8.0,0.97,0,Poor,Single Family,371100
1611,4,2.5,11619,1950,74,Medium,4.9,1,0,1,4.0,1.42,0,Good,Single Family,243300
3317,4,3.0,6574,2000,24,Low,6.74,0,0,0,4.0,3.24,0,Good,Condo,329700
986,3,2.0,11178,2019,5,Low,9.44,2,0,1,9.0,1.2,1,Good,Townhouse,173900
500,3,1.5,8432,1957,67,Medium,7.18,2,0,0,3.0,6.29,1,Fair,Townhouse,71600
2308,5,4.0,7565,2017,7,High,16.88,1,0,1,7.0,0.34,0,Excellent,Single Family,534200
1649,5,4.0,7260,1954,70,High,3.53,0,0,1,1.0,0.12,0,Fair,Townhouse,273000
1285,5,4.0,10613,1988,36,Premium,2.85,2,1,1,7.0,0.7,1,Fair,Single Family,2697000
2496,3,2.0,9140,1972,52,High,1.92,1,0,1,10.0,1.01,0,Good,Single Family,483600
2171,4,3.0,15965,2017,7,Low,0.5,1,0,1,2.0,0.36,0,Fair,Multi-Family,236300
1605,3,2.5,5017,2001,23,Low,0.5,0,0,0,6.0,0.2,0,Good,Single Family,157400
1104,3,2.5,9813,1953,71,Low,16.33,1,0,0,9.0,4.23,0,Poor,Single Family,98800
2611,3,2.0,6148,1996,28,Medium,9.08,2,0,1,6.0,0.54,1,Good,Single Family,366200
2455,4,3.0,4957,1970,54,Medium,8.64,2,0,1,3.0,7.36,0,Excellent,Single Family,382800
1931,2,1.5,7962,2005,19,Low,7.63,1,0,0,1.0,1.38,0,Good,Townhouse,188100
3293,3,2.5,8481,2015,9,Medium,15.14,1,0,1,4.0,3.33,0,Good,Multi-Family,415600
1251,5,2.5,18214,2008,16,Low,5.24,0,0,1,4.0,0.77,0,Good,Townhouse,196800
932,3,2.5,7355,1956,68,High,16.35,0,1,0,8.0,0.82,0,Good,Townhouse,211200
1516,2,3.0,4044,1998,26,Medium,3.56,3,0,1,10.0,2.56,1,Excellent,Condo,342600
1968,2,1.5,8956,1965,59,Medium,20.91,2,1,1,10.0,2.47,0,Fair,Townhouse,217300
2170,5,3.5,1000,1966,58,Medium,9.6,2,0,0,7.0,4.39,0,Excellent,Single Family,346400
1831,4,3.0,7678,1983,41,Premium,2.38,2,0,0,10.0,4.25,0,Excellent,Multi-Family,618500
2246,3,2.5,8056,1982,42,Medium,6.64,2,0,1,7.0,3.33,0,Good,Single Family,332000
1124,5,4.5,10781,1975,49,Medium,6.09,2,0,1,7.0,1.79,0,Fair,Multi-Family,209100
3011,5,3.0,11408,2015,9,High,1.19,0,0,1,2.0,6.64,0,Poor,Single Family,371200
1942,3,2.5,6238,2012,12,High,7.16,1,0,0,9.0,2.92,0,Good,Condo,356500
2782,4,3.5,7473,1990,34,Premium,3.02,2,0,1,6.0,13.88,0,Excellent,Condo,782700
2240,4,3.0,5319,2007,17,Medium,0.5,1,0,1,2.0,5.13,0,Good,Multi-Family,295600
2320,4,3.0,4052,1959,65,Medium,23.75,3,1,1,1.0,0.14,1,Fair,Townhouse,261100
2399,2,2.0,9085,1964,60,Low,8.21,2,0,1,1.0,1.16,0,Fair,Single Family,198100
2313,5,4.5,3542,1991,33,High,16.76,3,0,0,1.0,2.55,0,Good,Condo,376100
2450,4,2.5,6549,2006,18,Medium,9.02,1,0,1,4.0,3.83,0,Good,Single Family,323500
2930,3,2.5,4517,1966,58,Low,3.53,2,1,0,4.0,2.4,0,Fair,Single Family,264400
2138,3,2.0,9924,2009,15,Medium,5.75,1,0,0,9.0,4.63,0,Poor,Single Family,195300
2496,1,1.0,14305,1958,66,Medium,9.01,3,1,1,1.0,1.0,0,Good,Single Family,314000
1937,2,1.5,3444,1985,39,Low,25.8,1,0,1,3.0,0.61,0,Good,Single Family,154900
3008,4,3.0,1514,2022,2,High,2.34,2,0,1,3.0,0.17,0,Good,Multi-Family,550600
1527,1,1.5,7563,1985,39,High,16.63,2,0,1,8.0,2.56,0,Excellent,Multi-Family,313600
3261,3,2.0,8055,1997,27,Low,20.62,1,0,0,2.0,3.5,0,Good,Single Family,297500
1972,4,2.5,8765,2000,24,Medium,8.88,1,1,0,6.0,1.18,0,Fair,Single Family,285400
998,2,1.5,6438,2019,5,High,21.42,3,0,0,4.0,2.85,0,Good,Single Family,181400
2090,6,4.5,7298,2023,1,Medium,4.06,1,1,1,10.0,0.16,1,Excellent,Single Family,456600
1523,3,3.0,9286,2017,7,Medium,24.46,2,0,1,6.0,0.31,1,Excellent,Single Family,271000
2588,3,2.5,11642,1971,53,Medium,9.71,0,0,0,5.0,3.63,0,Excellent,Single Family,420500
1543,3,1.5,1157,1955,69,High,0.5,2,0,1,9.0,1.38,0,Good,Condo,266800
1688,3,3.5,6709,1975,49,Premium,18.99,2,0,0,9.0,3.34,0,Excellent,Condo,477300
677,1,1.0,8748,1952,72,High,5.3,1,0,1,1.0,5.35,0,Excellent,Single Family,124100
1683,4,4.0,4787,2001,23,Low,4.93,0,0,1,3.0,5.74,0,Good,Single Family,209100
500,6,4.5,14059,2023,1,Medium,6.69,2,0,0,1.0,0.57,0,Fair,Condo,164400
891,3,2.5,5776,2009,15,Premium,1.29,0,0,1,6.0,2.0,1,Excellent,Townhouse,347500
2532,4,3.5,7855,2012,12,Low,5.07,0,0,1,3.0,3.97,0,Good,Single Family,289900
2550,4,3.5,9946,2014,10,Premium,14.23,2,0,1,1.0,4.46,0,Fair,Single Family,462800
2298,5,4.5,5931,2001,23,Premium,0.5,1,0,1,6.0,4.61,1,Fair,Single Family,575700
1323,3,3.0,1537,1963,61,Low,2.55,1,0,0,5.0,0.78,0,Good,Single Family,159400
1967,3,2.0,6500,2021,3,Premium,0.5,2,0,1,8.0,0.64,0,Good,Single Family,581500
1997,3,2.0,11603,2017,7,Medium,4.3,0,1,1,2.0,2.67,0,Fair,Single Family,273300
1189,4,3.0,6821,1977,47,High,10.42,1,0,0,8.0,4.05,0,Good,Single Family,239700
3052,5,4.5,5037,2020,4,Medium,12.83,0,0,0,5.0,1.15,0,Excellent,Single Family,468900
2614,2,1.5,11240,1959,65,Medium,23.23,2,0,1,,0.33,0,Good,Condo,333600
1845,3,3.0,6842,2006,18,High,7.5,2,0,0,,3.78,0,Fair,Single Family,359100
2019,5,4.5,6214,2015,9,High,2.35,2,0,1,4.0,1.07,0,Good,Condo,430400
2146,5,3.0,8523,1999,25,Low,20.63,1,0,1,4.0,0.55,0,Poor,Single Family,151100
571,6,4.0,10698,1963,61,High,11.94,0,0,1,10.0,0.48,1,Good,Single Family,244800
1827,4,3.0,16336,1965,59,Low,6.83,0,0,1,4.0,1.13,0,Good,Townhouse,222600
1523,3,2.5,10895,2003,21,Medium,9.52,1,0,0,6.0,2.69,0,Excellent,Condo,279200
1299,4,2.5,12059,1992,32,Medium,20.65,3,0,0,4.0,1.33,0,Good,Single Family,187700
1803,4,4.0,6229,1991,33,Medium,9.97,1,0,1,9.0,0.06,0,Poor,Condo,184300
3258,2,2.0,4409,1971,53,Medium,3.68,1,0,1,9.0,0.31,0,Good,Condo,448700
2449,4,3.0,8218,2017,7,Low,9.99,0,0,1,3.0,1.03,1,Good,Single Family,254900
1600,4,2.0,8375,1968,56,Low,0.5,2,0,1,7.0,3.23,0,Excellent,Single Family,229200
2401,2,1.0,4225,2015,9,Low,3.91,2,0,0,5.0,0.31,1,Excellent,Townhouse,318200
2980,4,3.0,7386,1988,36,Medium,4.17,2,1,0,9.0,2.47,1,Fair,Single Family,401000
2647,4,,9398,2022,2,Premium,1.46,2,0,1,2.0,0.38,1,Fair,Single Family,612700
2042,6,5.0,9261,1968,56,Low,0.5,1,0,1,3.0,0.71,0,Fair,Single Family,216800
1547,1,1.0,9765,1965,59,Premium,1.15,0,0,0,10.0,0.57,1,Excellent,Townhouse,484300
2489,3,4.0,9018,2003,21,High,8.5,1,0,0,5.0,0.21,0,Poor,Multi-Family,305600
2275,4,4.5,6225,1974,50,High,12.97,2,0,0,5.0,3.34,0,Fair,Townhouse,363700
2627,3,2.0,6201,1967,57,High,35.52,2,0,0,10.0,1.87,0,Good,Townhouse,369200
2445,4,3.0,3804,1972,52,High,3.4,2,0,1,7.0,5.33,1,Fair,Multi-Family,415500
2735,4,3.5,14247,1960,64,Low,7.32,2,0,1,8.0,0.31,0,Fair,Condo,245000
1625,2,2.5,8047,1988,36,Medium,22.14,2,0,1,8.0,0.47,0,Good,Townhouse,233900
2922,4,2.0,7213,2017,7,High,1.46,2,0,1,1.0,1.1,0,Fair,Multi-Family,482600
2138,4,2.0,4749,1974,50,High,10.12,2,1,1,1.0,4.36,0,Good,Single Family,384800
3453,3,2.0,18275,2012,12,High,11.25,2,0,1,3.0,1.09,0,Excellent,Condo,718600
1518,5,4.0,4243,1979,45,Low,0.75,1,1,0,1.0,1.57,1,Fair,Condo,181900
3215,5,4.0,6499,1994,30,High,15.8,2,0,1,1.0,1.08,1,Good,Multi-Family,505500
2139,4,3.5,9455,2010,14,Medium,13.42,3,0,0,10.0,0.25,1,Excellent,Townhouse,429200
1544,4,2.5,10101,2000,24,Medium,0.5,1,0,0,8.0,8.41,0,Excellent,Townhouse,288000
1661,3,1.0,11353,1958,66,Medium,0.76,2,1,0,1.0,2.39,0,Good,Multi-Family,268400
1776,5,4.5,14327,1951,73,High,0.5,2,1,1,9.0,4.65,0,Good,Single Family,430200
2297,4,2.5,9772,1954,70,Premium,3.26,0,0,0,2.0,3.22,0,Fair,Single Family,429900
2366,4,2.0,4304,2011,13,Medium,5.7,2,0,0,9.0,2.17,0,Good,Single Family,347900
1598,5,4.0,7101,2018,6,High,6.08,0,0,1,7.0,0.28,1,Excellent,Single Family,427400
1983,3,2.5,9077,2001,23,Medium,2.49,3,0,1,9.0,3.09,0,Good,Single Family,343900
3500,5,3.5,15239,1954,70,Low,19.41,2,0,1,3.0,0.51,1,Good,Single Family,318600
3209,2,1.0,3108,2008,16,Low,3.67,0,0,1,1.0,1.61,1,Fair,Single Family,251100
2305,3,2.0,12209,2017,7,Low,0.5,0,1,0,1.0,2.98,0,Good,Multi-Family,272500
2027,3,2.0,8630,1958,66,Medium,2.86,2,0,0,10.0,4.57,1,Good,Single Family,310000
2084,6,3.5,10932,1971,53,Medium,6.06,1,0,1,6.0,3.47,1,Good,Townhouse,346000
2429,5,3.5,7643,1976,48,High,4.2,0,0,1,7.0,3.34,0,Poor,Multi-Family,322800
1284,4,3.5,5051,1959,65,High,2.56,2,0,1,9.0,0.48,0,Good,Single Family,320900
1820,4,3.0,10628,2010,14,Low,1.13,1,0,1,6.0,1.27,0,Good,Single Family,225400
832,4,3.0,10291,2000,24,Medium,13.68,0,0,1,5.0,0.13,0,Fair,Townhouse,114200
2279,5,3.0,11402,1959,65,Medium,44.47,2,0,1,2.0,3.81,0,Fair,Condo,189800
2453,3,2.0,7953,1955,69,Medium,3.2,3,0,0,2.0,9.15,0,Fair,Single Family,284100
1662,3,,5901,2011,13,Low,3.85,2,1,0,8.0,0.92,0,Good,Single Family,196400
3102,2,1.5,2544,1954,70,Low,7.7,2,0,1,1.0,0.28,0,Good,Single Family,295900
1142,4,4.0,10868,2019,5,Premium,10.14,1,0,0,8.0,1.94,0,Excellent,Single Family,431000
975,4,2.0,9484,2012,12,High,3.98,1,0,0,10.0,5.83,0,Fair,Single Family,244300
2157,3,2.0,4620,2005,19,Low,18.83,1,0,0,7.0,2.41,0,Excellent,Single Family,236200
2733,1,1.0,6115,2008,16,Medium,6.57,2,0,0,7.0,0.14,0,Good,Condo,383100
3179,5,4.5,6366,2012,12,Medium,4.79,3,0,0,5.0,10.98,0,Good,Multi-Family,455900
1679,1,1.0,2810,2008,16,High,8.32,2,0,0,3.0,5.29,1,Fair,Condo,253900
2755,4,2.5,5138,2000,24,Medium,24.43,2,1,1,7.0,0.42,0,Fair,Multi-Family,317500
1973,6,3.5,4032,1999,25,Low,12.66,2,0,1,7.0,7.65,0,Excellent,Townhouse,284000
1879,3,2.5,6556,1953,71,High,0.5,1,0,1,7.0,1.8,0,Good,Condo,361800
2619,3,3.5,5415,1997,27,Medium,3.23,1,1,1,2.0,1.4,0,Good,Single Family,342600
2457,4,3.0,2305,1981,43,Medium,5.09,0,0,0,3.0,1.85,0,Fair,Single Family,305900
897,5,3.5,15079,2000,24,Medium,3.02,0,0,0,3.0,5.4,0,Excellent,Townhouse,218600
3034,4,3.0,12384,2001,23,Medium,9.64,2,0,0,4.0,3.23,1,Fair,Multi-Family,416600
2966,6,4.5,5273,2023,1,Medium,14.0,1,1,1,9.0,0.18,1,Good,Single Family,435900
1562,2,1.0,8953,1983,41,Medium,10.51,2,0,1,10.0,9.48,0,Good,Single Family,212800
2277,4,3.5,9461,1985,39,Medium,36.33,2,1,0,1.0,0.48,1,Good,Townhouse,285500
2346,4,3.0,12169,2019,5,Low,2.55,1,0,0,7.0,4.11,0,Good,Single Family,289800
2182,5,4.0,5135,1992,32,High,16.63,1,0,1,7.0,3.03,1,Good,Single Family,413100
1615,2,1.0,11822,1965,59,Low,11.64,1,0,1,4.0,0.62,0,Excellent,Townhouse,183300
1530,5,4.5,6082,2008,16,Low,3.6,1,0,1,1.0,0.56,0,Excellent,Single Family,212800
1982,4,3.5,3324,2002,22,High,10.6,2,0,0,3.0,6.13,0,Excellent,Condo,407600
2821,3,2.0,10534,1968,56,High,0.88,1,0,0,5.0,1.63,0,Fair,Multi-Family,420100
2381,2,,12518,1990,34,High,12.46,2,0,1,2.0,3.19,1,Excellent,Single Family,528500
1741,5,3.5,17058,1996,28,Medium,6.08,2,0,1,7.0,2.1,0,Fair,Single Family,255700
2540,2,1.0,3801,2003,21,Medium,2.77,2,0,1,10.0,3.9,0,Fair,Single Family,309800
500,3,2.0,10446,2004,20,High,8.53,2,0,1,10.0,1.96,0,Excellent,Single Family,236800
2804,3,1.0,6566,1968,56,High,8.21,1,0,1,7.0,1.02,0,Excellent,Townhouse,562300
782,5,4.0,10742,2011,13,Medium,1.88,0,0,1,10.0,1.35,0,Good,Single Family,198000
